Status,ScriptPath,TypeName,BaseTypeName,SerializedReference,ExternalCodeReferenceCount,ExternalCodeReferenceFiles,Notes
"REVIEW_SPECIAL_ENTRY_POINT","Assets/_Project/Scripts/Data/Configs/EncounterConfig.cs","EncounterConfig","BaseConfig","False","0","","No normal references found, but the source contains a Unity/editor entry-point attribute or interface."
"REVIEW_SPECIAL_ENTRY_POINT","Assets/_Project/Scripts/Data/Configs/FuelConfig.cs","FuelConfig","UnityEngine.ScriptableObject","False","0","","No normal references found, but the source contains a Unity/editor entry-point attribute or interface."
"REVIEW_SPECIAL_ENTRY_POINT","Assets/_Project/Scripts/Diagnostics/LegacyReferenceAudit.cs","LegacyReferenceAudit","System.Object","False","0","","No normal references found, but the source contains a Unity/editor entry-point attribute or interface."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Core/Services/Simulation/ISimulationClockService.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Core/Services/Simulation/SimulationClockService.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Core/Services/Targeting/TargetSelectionFailReason2A.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Domain/Fuel/FuelConsumeFailReason.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Domain/Interaction/InteractionFailReason2A.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Domain/Repair/RepairResultType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Domain/Runtime/SystemGameplayTargetType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Combat/CombatShooterType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Combat/SystemEncounterDefeatReason.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Combat/SystemEncounterState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/DamageType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Economy/BuyItemResultType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Economy/EconomyErrorCode.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Economy/EconomyType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Economy/SellItemResultType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
